Policy ID,Policyholder ID,Policy Type,Coverage Amount,Deductible,Premium Amount,Policy Start Date,Policy End Date,Name,Address,City,State,Zip,Age,Income,Credit Score,Property Type,Property Value,Square Footage,Year Built,Latitude,Longitude,Claim ID,Claim Date,Claim Type,Claim Amount,Claim Status,Number of Bedrooms,Number of Bathrooms,Roof Type,Construction Type,Proximity to Flood Zone,Proximity to Fire Station
POL0959,PH0959,Renters,249957,1289,1378,2021-05-11,2026-09-03,Miranda Ramirez,"05178 Burns Pike
New Tony, NJ 98465",New Elizabeth,DC,35030,47,106523,734,Multi-Family,299948.39999999997,1810,1914,-81.6040515,82.058538,CLA0959,2022-03-03,Fire,9831,Closed,4,2,Metal,Brick,Not Near,Not Near
POL0960,PH0960,Renters,418835,1461,2240,2021-11-29,2026-06-16,Leah Carlson,"872 Regina Dam Suite 988
Mendezville, AR 85580",North Derekport,KY,10841,39,78474,746,Multi-Family,502602.0,1354,1933,61.782644,26.322023,CLA0960,2025-11-02,Fire,17907,Open,3,1,Tile,Brick,Near,Not Near
POL0961,PH0961,Home,619441,500,3147,2022-02-04,2024-04-15,Andrea Perez,"323 Teresa Flats
West Deborahport, NM 95104",South John,MT,38203,27,48252,627,Multi-Family,743329.2,1382,1938,-56.300888,75.217961,CLA0961,2023-01-20,Weather,15759,Closed,2,2,Metal,Wood,Not Near,Not Near
POL0962,PH0962,Renters,276863,1428,1527,2020-11-23,2029-05-23,Scott Steele,"819 Jay Groves Apt. 297
West Christopherfort, VT 64404",Harveybury,WV,52238,29,53925,671,Multi-Family,332235.6,1782,1997,-70.2692405,-142.012500,CLA0962,2023-09-20,Theft,15645,Open,4,1,Metal,Steel,Near,Not Near
POL0963,PH0963,Home,298326,1364,1628,2020-04-03,2024-08-03,Sarah Mcknight,"684 Adriana Mews Suite 594
New Sheila, OH 34756",West Gabrielleshire,MI,60129,39,68261,743,Condo,357991.2,2206,1904,-34.9041615,179.246923,CLA0963,2021-01-19,Weather,14506,Closed,1,3,Asphalt,Steel,Not Near,Not Near
POL0964,PH0964,Home,422376,1368,2248,2022-01-13,2027-08-10,Scott Wright,"PSC 9953, Box 6666
APO AP 43127",Buchananstad,LA,19056,44,147564,655,Condo,506851.19999999995,1706,1924,-16.952590,49.321444,CLA0964,2027-06-16,Other,16929,Open,1,2,Asphalt,Brick,Near,Near
POL0965,PH0965,Home,129416,1446,791,2022-08-25,2026-01-14,William Fisher,"3705 Jasmine Parks Apt. 432
Gonzalezhaven, NE 37740",Sydneyhaven,KS,06717,51,101192,705,Multi-Family,155299.19999999998,1205,2011,78.6455045,-80.204343,CLA0965,2024-09-14,Fire,11667,Open,5,2,Asphalt,Concrete,Not Near,Not Near
POL0966,PH0966,Renters,362818,1580,1972,2019-10-05,2024-12-06,Lisa Hansen,"97894 Gaines Cape Suite 513
Shawnbury, MN 26148",Lake Alyssa,OR,02630,59,53982,668,Single Family,435381.6,1134,1990,30.3174715,150.306746,CLA0966,2019-11-03,Weather,7601,Closed,3,1,Wood,Brick,Near,Not Near
POL0967,PH0967,Renters,248334,2302,1471,2023-02-25,2027-08-27,Sean Silva,"55689 Antonio Springs
Michaelhaven, OR 18790",Riverastad,FL,65200,61,49219,743,Multi-Family,298000.8,2670,2012,54.3215645,-127.134355,CLA0967,2025-12-22,Weather,16470,Open,3,2,Wood,Brick,Not Near,Near
POL0968,PH0968,Renters,259029,1371,1432,2021-09-24,2028-02-21,Timothy Young,"34652 Alexander Spring
Andreaville, UT 23509",New Sarah,CA,19140,39,89092,676,Condo,310834.8,2001,1958,-87.8970735,43.721275,CLA0968,2025-03-15,Other,12726,Closed,4,2,Tile,Wood,Near,Not Near
POL0969,PH0969,Renters,353653,2055,1973,2022-03-06,2028-07-20,Laura Dunn,"377 James Stream
Nunezfort, CT 78819",South Michaelborough,TX,17924,63,58969,754,Single Family,424383.6,2487,2001,75.6845155,-56.088012,CLA0969,2023-04-27,Fire,14402,Closed,4,2,Tile,Wood,Not Near,Not Near
POL0970,PH0970,Renters,145776,1912,920,2023-04-11,2023-12-10,Jacob Hoover,"Unit 0159 Box 3710
DPO AP 60105",Port Amandaburgh,NH,44007,47,64112,731,Multi-Family,174931.19999999998,2129,1996,88.0529695,-37.046175,CLA0970,2023-10-01,Weather,9126,Closed,5,3,Asphalt,Brick,Not Near,Not Near
POL0971,PH0971,Condo,223416,1198,1236,2020-08-18,2028-09-13,Richard Mitchell,"363 Karen Brooks Apt. 369
Johnstad, TN 13429",North Erinshire,WA,82955,74,86666,600,Condo,268099.2,2297,1968,-74.817150,49.408806,CLA0971,2021-01-06,Fire,4222,Closed,4,3,Metal,Concrete,Near,Near
POL0972,PH0972,Home,149769,1346,883,2021-04-17,2022-01-20,Dennis George,"12104 Mason Mall
Chelseamouth, HI 15853",West Michelleberg,NJ,97462,60,70328,638,Condo,179722.8,1387,1962,-37.4699145,5.689846,CLA0972,2022-01-18,Weather,3106,Open,4,3,Asphalt,Brick,Not Near,Not Near
POL0973,PH0973,Condo,173195,1338,999,2023-03-01,2026-04-09,Rhonda Price,"0116 Karl Flats Suite 538
East Lisaburgh, PA 84012",Jeremymouth,SC,67682,52,73575,779,Single Family,207834.0,1935,1989,62.478766,157.445196,CLA0973,2025-01-16,Fire,5673,Open,3,3,Tile,Steel,Not Near,Not Near
POL0974,PH0974,Home,371659,1947,2052,2022-04-04,2022-08-11,Brian Miller,"948 Rebecca Hollow Apt. 591
Robinton, MD 12788",Jackiechester,NJ,88685,56,108153,743,Multi-Family,445990.8,1896,1947,4.1624485,178.993016,CLA0974,2022-05-07,Fire,17689,Closed,1,2,Tile,Brick,Not Near,Not Near
POL0975,PH0975,Home,293357,1881,1654,2021-05-02,2026-07-13,Michael Johnson,"374 Sandra Square
Anthonyville, DC 10422",Lake Kristinhaven,WA,42646,37,83403,717,Condo,352028.39999999997,1954,1923,-55.706782,-167.105583,CLA0975,2022-01-29,Theft,7974,Closed,3,2,Asphalt,Steel,Near,Not Near
POL0976,PH0976,Condo,289958,1624,1612,2020-01-19,2023-03-21,Mrs. Virginia Allen,"3639 Miller Divide Apt. 164
Williamschester, IA 97373",Erichaven,NY,08537,53,98710,747,Condo,347949.6,1852,1921,-81.449180,95.197268,CLA0976,2022-11-17,Fire,15363,Open,5,3,Metal,Brick,Near,Not Near
POL0977,PH0977,Renters,350055,1408,1891,2023-05-05,2027-03-27,Nathan Gonzalez,"0227 Cole Light
North Melissa, GA 91111",Collinsborough,OR,66920,62,63319,776,Single Family,420066.0,1975,1967,39.664189,115.753694,CLA0977,2025-12-12,Other,6172,Closed,3,3,Metal,Brick,Near,Not Near
POL0978,PH0978,Condo,175774,500,928,2021-05-19,2025-05-14,Jason Peterson,"PSC 1387, Box 9388
APO AP 54629",South Paulafort,FL,45837,41,56849,652,Single Family,210928.8,1717,1904,-85.0162695,103.380135,CLA0978,2024-07-18,Other,13486,Closed,1,3,Wood,Brick,Not Near,Not Near
POL0979,PH0979,Renters,263834,1563,1475,2022-05-07,2023-05-21,Tara Kelly,"259 Brooks Mall Apt. 062
Keithborough, HI 26913",East Patricia,ID,30592,73,131237,772,Condo,316600.8,2788,2022,-52.7746675,-97.605733,CLA0979,2022-08-09,Theft,13599,Open,5,3,Tile,Brick,Not Near,Near
POL0980,PH0980,Home,241254,1267,1332,2022-09-18,2025-05-17,Rhonda Soto,"14245 Lauren Crest
Andersonland, UT 58067",Carolport,OR,65113,35,55316,668,Single Family,289504.8,1587,1928,20.5017635,-43.894769,CLA0980,2023-06-04,Fire,12442,Open,1,2,Asphalt,Steel,Near,Near
POL0981,PH0981,Condo,335625,757,1753,2023-07-30,2025-06-04,Scott Massey,"5031 Brittney Parks Apt. 321
Emilyview, MI 21187",Glenmouth,DC,67061,68,56416,659,Multi-Family,402750.0,2696,2021,-35.6020925,144.743509,CLA0981,2024-11-01,Weather,9999,Closed,3,2,Metal,Brick,Not Near,Not Near
POL0982,PH0982,Condo,332279,1622,1823,2023-07-15,2025-11-20,Teresa Romero,"944 Obrien Manors
Alexischester, VT 50527",East Kimberlyland,AL,16708,32,128781,670,Multi-Family,398734.8,1756,1925,-80.803921,-29.105713,CLA0982,2024-10-14,Other,9790,Open,4,2,Wood,Concrete,Not Near,Near
POL0983,PH0983,Renters,278616,1279,1520,2021-10-18,2027-08-29,Michael Chavez,"8628 Samantha Shoal Apt. 520
Kellyshire, IN 09017",Port Brittanyview,IA,72369,51,31082,672,Single Family,334339.2,2297,1971,50.3283585,-160.014353,CLA0983,2022-09-08,Theft,7668,Open,2,3,Wood,Concrete,Not Near,Not Near
POL0984,PH0984,Home,289087,1194,1564,2023-06-01,2026-03-15,Michelle Palmer,"342 Brittany Burg Suite 265
Sarahside, OR 37065",South Tammy,MS,41555,30,45315,740,Multi-Family,346904.39999999997,1720,1985,-77.836162,53.509066,CLA0984,2025-11-10,Theft,14861,Open,3,3,Metal,Wood,Not Near,Not Near
POL0985,PH0985,Home,339161,1456,1841,2019-12-17,2021-09-11,Jessica Alvarado,"893 Kennedy Neck Apt. 061
Port Sethview, OR 75771",Reevestown,VT,40081,71,50013,675,Single Family,406993.2,2133,1956,81.246685,-106.049149,CLA0985,2020-05-12,Weather,11903,Open,3,3,Wood,Steel,Near,Not Near
POL0986,PH0986,Renters,184181,1323,1053,2020-10-04,2024-08-01,Justin Morrison,"88628 Vincent Island Apt. 697
North Megan, NE 47783",South David,MD,37497,48,99802,704,Condo,221017.19999999998,2985,1939,-18.6524835,66.975607,CLA0986,2021-06-28,Fire,6218,Open,5,2,Metal,Wood,Not Near,Not Near
POL0987,PH0987,Home,161476,2230,1030,2020-06-27,2028-09-21,Colton Tate,"62865 Christine Spurs Suite 747
Christopherland, FL 09071",Andreaview,NJ,46166,31,48263,728,Multi-Family,193771.19999999998,2010,1960,56.714962,-19.083362,CLA0987,2028-05-22,Other,4195,Closed,3,1,Wood,Steel,Not Near,Not Near
POL0988,PH0988,Condo,239111,1014,1296,2020-03-14,2026-05-02,Theresa Rogers,"731 Stephen Lodge
Lozanobury, KS 21957",Ashleyland,NJ,40474,71,49386,692,Condo,286933.2,3236,2017,-81.019990,89.475221,CLA0988,2026-01-25,Weather,9681,Open,2,1,Wood,Concrete,Not Near,Not Near
POL0989,PH0989,Condo,50000,1423,392,2019-10-29,2023-09-26,Marie Smith,"22911 Spence Isle
Ginaport, WA 54714",Port Kennethmouth,SD,75396,71,42980,715,Multi-Family,60000.0,1733,1935,28.363551,6.510450,CLA0989,2021-04-26,Other,17842,Open,1,3,Asphalt,Concrete,Near,Near
POL0990,PH0990,Condo,447632,1520,2390,2020-07-11,2027-06-06,Alexandra Wright,"32319 Shari Court Suite 079
New Joseph, NJ 10472",New Sergio,NH,39447,30,100265,724,Condo,537158.4,1829,1953,76.0852095,81.960997,CLA0990,2026-11-12,Fire,10443,Open,2,1,Metal,Wood,Not Near,Near
POL0991,PH0991,Renters,98787,1415,635,2023-02-06,2023-04-25,Bryan Mccoy,"44377 Harry Via Apt. 151
Coreyton, MA 37420",Nathanport,AK,73702,58,95345,712,Condo,118544.4,2116,1912,87.168090,141.387116,CLA0991,2023-04-19,Fire,10052,Closed,4,2,Tile,Wood,Near,Not Near
POL0992,PH0992,Renters,353339,697,1836,2022-01-05,2025-03-21,Sara Price,"6736 Jamie Plaza
Tranmouth, NE 37363",West Katherine,KY,08409,28,117406,673,Single Family,424006.8,2075,1951,71.6846055,0.377424,CLA0992,2022-06-09,Weather,9738,Open,4,2,Tile,Concrete,Near,Near
POL0993,PH0993,Condo,311687,1560,1714,2022-02-20,2026-12-11,Tiffany Moore,"8797 Horn Fort
Mendozabury, IL 66414",North Staceyfort,KS,76784,34,30630,718,Multi-Family,374024.39999999997,3018,1952,-32.873442,-100.142775,CLA0993,2026-03-31,Weather,11690,Open,2,2,Wood,Steel,Near,Near
POL0994,PH0994,Condo,236163,1893,1370,2021-04-20,2028-10-11,Linda Martinez,"89737 Eric Knolls Apt. 447
Rosstown, CA 61780",Lake Jacquelineview,MI,85346,40,93168,704,Multi-Family,283395.6,1650,1951,-87.009370,153.654332,CLA0994,2022-04-27,Weather,10107,Open,5,1,Asphalt,Brick,Near,Near
POL0995,PH0995,Home,248235,1629,1404,2022-12-20,2027-10-04,Michelle Tucker,"66643 Robert Square
East Kathrynberg, NM 85501",New Ryan,WA,77825,28,52068,747,Condo,297882.0,3014,2004,-1.8853235,176.786872,CLA0995,2025-07-19,Weather,1809,Closed,5,1,Tile,Steel,Not Near,Near
POL0996,PH0996,Renters,311011,2061,1761,2022-07-08,2027-02-18,Thomas Adams,"105 Amy Burgs
Natalieside, TN 78732",Woodtown,AZ,90890,45,63709,752,Single Family,373213.2,1762,1920,16.493299,116.326924,CLA0996,2025-02-28,Fire,17437,Closed,3,1,Asphalt,Steel,Not Near,Near
POL0997,PH0997,Condo,334353,1449,1816,2020-10-24,2024-10-26,Christopher Swanson,"3414 Michael Trail Apt. 529
Amandaside, MD 84364",Matthewmouth,WY,39649,53,74137,611,Multi-Family,401223.6,2341,2005,-62.178502,-81.037451,CLA0997,2023-01-18,Weather,9398,Closed,1,3,Asphalt,Wood,Not Near,Not Near
POL0998,PH0998,Home,487113,1731,2608,2022-01-27,2026-08-11,Dustin Cantrell,"PSC 5904, Box 7740
APO AE 60198",East Robertville,NM,06809,41,52994,680,Single Family,584535.6,2271,1996,-51.420471,67.959290,CLA0998,2023-10-10,Weather,9553,Closed,4,3,Asphalt,Brick,Near,Near
POL0999,PH0999,Condo,155699,1179,896,2020-04-26,2029-06-14,Brandon Mcdonald,"476 Felicia Wells
New Susan, NY 97856",Henryport,MO,89153,53,83290,768,Condo,186838.8,2179,1998,22.211795,128.019029,CLA0999,2026-07-22,Theft,11868,Closed,4,2,Metal,Concrete,Near,Near
POL1000,PH1000,Renters,418671,1467,2240,2022-09-02,2026-05-19,Mr. John Scott DDS,"7917 Fernandez Tunnel
Reynoldsside, HI 83692",Marcusmouth,CT,27745,51,95747,788,Condo,502405.19999999995,2976,1941,-8.334787,-21.993470,CLA1000,2024-03-07,Fire,1871,Open,1,3,Tile,Brick,Not Near,Not Near
POL1001,PH1001,Condo,150585,1788,931,2021-08-23,2024-12-24,Michelle Johnson,"5570 Gallagher Stream
Webstermouth, ID 59229",Harrellburgh,WY,94685,67,30000,682,Condo,180702.0,2508,1926,-11.9702545,172.779058,CLA1001,2023-12-25,Weather,11550,Open,5,2,Asphalt,Wood,Near,Near
POL1002,PH1002,Home,396473,2131,2195,2022-10-15,2026-12-16,James Montoya,"681 Beasley Center Suite 361
East Joseph, WI 49616",Bondshire,AK,00678,63,60003,753,Multi-Family,475767.6,2308,1907,86.276382,17.530875,CLA1002,2026-06-12,Theft,11067,Open,2,1,Metal,Steel,Near,Not Near
POL1003,PH1003,Condo,267602,1572,1495,2020-12-12,2025-01-08,Richard Mcgee,"555 Hale Roads
Randallport, IL 77100",Leeberg,AL,64007,40,80396,771,Single Family,321122.39999999997,1944,2005,15.824367,104.931490,CLA1003,2022-02-08,Fire,9401,Open,4,1,Asphalt,Steel,Not Near,Near
POL1004,PH1004,Home,254829,1190,1393,2020-04-12,2020-08-04,Chris Ashley,"581 Lee Road Suite 202
Melodytown, MA 40054",New Ericbury,RI,90733,49,70188,733,Single Family,305794.8,2134,1905,-44.0947765,-73.783622,CLA1004,2020-04-15,Weather,5686,Open,1,2,Metal,Brick,Near,Not Near
POL1005,PH1005,Home,348110,1511,1891,2022-04-08,2029-02-12,David Butler,"77840 Ryan Curve Apt. 243
Smithstad, KY 51000",New Marybury,NC,01663,54,101217,738,Single Family,417732.0,2406,1909,-62.581327,158.579384,CLA1005,2024-07-06,Other,5376,Closed,4,3,Asphalt,Wood,Not Near,Near
POL1006,PH1006,Home,223611,1714,1289,2021-05-27,2022-11-01,Brian Gay,"697 Arthur Meadow
Williamsfort, OH 29434",Christopherfurt,NC,75038,70,66836,607,Condo,268333.2,2496,1972,68.7046165,54.010158,CLA1006,2022-06-05,Theft,1717,Open,4,3,Tile,Steel,Not Near,Near
POL1007,PH1007,Renters,151525,1340,891,2021-08-14,2026-09-28,Christina Kennedy,"4361 Brad Row
New Nicole, DE 55022",Lake Cody,TX,73073,26,30000,660,Multi-Family,181830.0,1878,1955,73.2914195,51.201270,CLA1007,2021-11-01,Fire,15874,Closed,4,1,Wood,Steel,Near,Near
POL1008,PH1008,Condo,340824,1523,1856,2021-01-10,2024-11-11,Timothy Marquez,"Unit 8292 Box 3579
DPO AA 62488",Deanberg,WV,04428,30,92991,600,Multi-Family,408988.8,1972,1947,28.013830,46.820507,CLA1008,2022-11-14,Theft,8925,Closed,1,2,Metal,Concrete,Near,Not Near
POL1009,PH1009,Renters,235050,3086,1483,2023-07-25,2026-03-24,Ashley West,"6634 Ann Valleys
Lake Paul, OH 54073",East Jasonchester,SD,23319,56,63118,681,Condo,282060.0,2218,1955,-17.8371125,95.107745,CLA1009,2024-11-13,Theft,11021,Open,5,2,Tile,Wood,Near,Near
POL1010,PH1010,Renters,443464,1547,2372,2023-03-06,2024-05-17,Nicole Berry,"6764 Stephen Turnpike Suite 847
East Nina, UT 98134",East Lori,KY,40270,26,46744,656,Condo,532156.7999999999,2064,1949,-29.637961,-72.770531,CLA1010,2023-05-01,Theft,13058,Open,1,2,Wood,Steel,Not Near,Not Near
POL1011,PH1011,Home,278161,1549,1545,2022-05-25,2025-01-06,Edward Barnett,"8789 Kara Fall Apt. 515
West Staceytown, KS 95097",West Sharon,ME,80454,34,109807,743,Condo,333793.2,1369,1995,-37.989409,-12.369769,CLA1011,2024-07-07,Fire,14774,Closed,4,1,Metal,Steel,Near,Near
POL1012,PH1012,Condo,164552,716,894,2019-09-15,2025-05-22,Crystal Ward,"14464 Diana Lights Suite 110
West Tiffanyfurt, ND 32838",Port Jenniferfurt,IL,22759,34,30000,713,Condo,197462.4,1668,1921,49.280561,-49.432706,CLA1012,2024-09-08,Weather,6226,Open,1,1,Asphalt,Wood,Near,Near
POL1013,PH1013,Condo,333597,1131,1781,2021-10-16,2025-08-06,Kendra Blankenship,"44575 Daniel Ranch Suite 636
Port Davidberg, HI 03486",Juliabury,MA,42984,52,74990,646,Single Family,400316.39999999997,3223,1956,-44.499978,-172.711257,CLA1013,2025-06-30,Theft,14751,Closed,1,2,Asphalt,Steel,Near,Not Near
POL1014,PH1014,Renters,412544,2144,2277,2022-01-13,2026-04-29,Stephen Elliott,"82231 Romero Ridges Apt. 811
Jerrymouth, NY 74539",West Michael,DC,33950,45,107222,673,Multi-Family,495052.8,2233,1984,57.698342,30.779910,CLA1014,2024-02-22,Fire,12416,Closed,1,3,Asphalt,Steel,Not Near,Near
POL1015,PH1015,Renters,329272,1516,1797,2023-07-18,2025-05-18,Travis Mccoy,"3296 Joseph Lock
Port Dennisburgh, ND 70727",Hensonport,ID,25894,57,68288,688,Multi-Family,395126.39999999997,1753,1994,-31.6212935,-168.471184,CLA1015,2024-08-14,Theft,4724,Open,5,1,Metal,Brick,Near,Not Near
POL1016,PH1016,Condo,428671,1510,2294,2020-09-28,2024-08-19,Christian Evans,"2141 Rodriguez Trail Apt. 698
East Candiceville, WI 19838",Port Daniel,OR,18721,66,76925,703,Condo,514405.19999999995,1891,2001,40.4240445,-70.677341,CLA1016,2023-04-16,Other,12123,Closed,5,1,Tile,Concrete,Near,Not Near
POL1017,PH1017,Condo,354182,986,1869,2020-07-03,2021-02-05,Kyle Villegas,"06766 Marcus Summit Suite 707
Port Jenniferfort, TX 04728",South Stephaniebury,OH,63173,74,139061,749,Single Family,425018.39999999997,1546,1903,-53.1274905,78.915114,CLA1017,2020-10-11,Other,4515,Open,5,2,Metal,Steel,Not Near,Near
POL1018,PH1018,Condo,367081,1517,1987,2019-10-13,2028-08-24,Allison Richards,"72121 Johnson Fords
Wendytown, IN 58631",Douglasberg,NH,47330,36,64102,661,Condo,440497.2,1669,2008,4.642455,-95.087234,CLA1018,2025-07-31,Theft,1028,Open,3,2,Metal,Brick,Not Near,Not Near
POL1019,PH1019,Home,257566,1701,1457,2021-04-23,2023-08-24,Marcia Garcia,"074 Rebecca Haven Suite 811
Lake Christopherview, RI 46454",New Elizabeth,ND,27595,60,114533,664,Condo,309079.2,1617,1937,40.529634,-158.440687,CLA1019,2021-06-20,Fire,8179,Closed,1,1,Metal,Steel,Not Near,Not Near
POL1020,PH1020,Home,333904,2124,1881,2020-02-02,2024-04-30,Derek Raymond,"472 Li Parkways
West Marcusshire, WI 82306",Murphyshire,SC,15422,29,127784,686,Single Family,400684.8,2434,1918,64.701088,-22.808478,CLA1020,2024-01-31,Weather,11305,Open,1,1,Wood,Wood,Near,Near
POL1021,PH1021,Home,299241,1482,1644,2023-06-21,2029-01-26,Mark Ibarra,"9206 Jones Springs
Jessicashire, CO 95115",Seanshire,RI,56374,25,128243,720,Single Family,359089.2,1000,2011,-33.141343,118.359252,CLA1021,2028-02-19,Fire,6062,Open,3,3,Tile,Concrete,Near,Near
POL1022,PH1022,Home,366437,742,1906,2021-09-29,2027-01-09,Deborah Schultz,"USNS Miller
FPO AP 73259",Port Amber,NH,91999,63,119144,782,Multi-Family,439724.39999999997,2596,1982,-51.6239535,-12.583795,CLA1022,2025-02-28,Other,7485,Closed,3,2,Tile,Wood,Not Near,Near
POL1023,PH1023,Home,408872,1021,2146,2023-08-22,2028-06-11,Mr. Jerry Fox,"261 Oconnor Land
Lake Jonathanshire, NV 18013",Port Jeremyfurt,MI,86170,68,53081,662,Single Family,490646.39999999997,1930,1932,43.779011,-154.517907,CLA1023,2024-05-27,Other,9360,Closed,5,3,Tile,Concrete,Not Near,Not Near
POL1024,PH1024,Home,431631,1334,2291,2022-05-01,2027-09-20,Beth House,"38000 Wanda Ferry Suite 357
West Michaelland, MI 75531",South Elizabeth,TX,89256,74,75801,747,Multi-Family,517957.19999999995,2347,2022,21.1592255,-142.358135,CLA1024,2027-06-13,Weather,14437,Closed,5,1,Metal,Wood,Not Near,Near
POL1025,PH1025,Home,260338,1166,1418,2020-01-23,2021-10-06,Justin Torres,"078 Orr Stream Apt. 149
South Anthony, NH 64939",Barrmouth,MD,01097,64,63751,600,Condo,312405.6,1323,1957,86.5603615,-128.650333,CLA1025,2021-04-01,Fire,6026,Open,1,2,Tile,Steel,Near,Near
POL1026,PH1026,Renters,189756,1940,1142,2022-05-09,2026-12-11,Jesse Brown,"86548 Brown Mount Apt. 005
Rachelchester, MN 84474",Rodriguezfurt,WI,26683,26,97162,717,Condo,227707.19999999998,2600,1923,-47.936464,-10.789309,CLA1026,2026-05-31,Fire,5146,Closed,3,2,Tile,Concrete,Not Near,Not Near
POL1027,PH1027,Condo,493798,2434,2712,2022-07-13,2025-01-28,Lisa King,"5145 Michael Ford
Lake Huntershire, RI 91756",South Johnberg,KS,49201,57,44541,642,Multi-Family,592557.6,2989,2006,-81.1175305,70.424611,CLA1027,2022-12-01,Fire,10374,Open,4,1,Tile,Concrete,Not Near,Near
POL1028,PH1028,Home,391348,1164,2073,2020-11-25,2021-05-13,Kristen Simmons,"020 Rogers Heights
New Courtneymouth, ND 77467",Williamsshire,IN,27763,54,51049,657,Condo,469617.6,1301,2022,80.545174,-111.068497,CLA1028,2020-12-23,Weather,9055,Open,1,1,Tile,Wood,Not Near,Not Near
POL1029,PH1029,Renters,212195,1887,1249,2023-05-01,2025-06-08,Kimberly Gutierrez,"88019 Clark Row Apt. 626
Atkinsonmouth, AZ 55802",Bakerton,AR,07210,66,51986,631,Condo,254634.0,1641,1974,34.465321,178.224728,CLA1029,2023-09-19,Fire,9287,Closed,1,3,Wood,Concrete,Not Near,Not Near
POL1030,PH1030,Home,298448,1418,1634,2021-03-31,2021-04-26,Tamara Ross,"699 John Tunnel Suite 731
North Ashley, AL 46214",Lake Pedroton,OK,21180,31,30000,715,Condo,358137.6,1740,1936,-19.435127,-95.059501,CLA1030,2021-04-18,Other,8818,Closed,1,2,Wood,Wood,Near,Not Near
POL1031,PH1031,Home,309683,2238,1772,2022-01-11,2029-01-15,Tara Jenkins,"USCGC Mora
FPO AA 89364",Port Todd,MA,23942,32,83005,803,Multi-Family,371619.6,2352,1942,15.123087,39.937051,CLA1031,2028-05-27,Weather,7484,Open,5,3,Asphalt,Concrete,Near,Near
POL1032,PH1032,Home,257909,2462,1535,2021-08-02,2029-09-12,Kenneth Rowland,"1635 Kirby Prairie Suite 605
Alvaradoview, VT 54201",Isabelfort,IL,51304,26,125839,698,Condo,309490.8,1909,1974,-3.499013,-160.131427,CLA1032,2023-12-01,Other,14971,Closed,2,2,Asphalt,Brick,Near,Near
POL1033,PH1033,Condo,253221,789,1345,2021-04-27,2022-11-07,Sabrina Gutierrez,"36090 Sheila Trail
Maryport, OR 12535",Markside,DC,19815,32,64946,653,Multi-Family,303865.2,1110,1982,-0.7294825,70.354183,CLA1033,2021-05-30,Theft,12690,Closed,5,1,Tile,Concrete,Near,Near
POL1034,PH1034,Renters,200041,2191,1219,2023-03-10,2027-05-11,Cynthia Deleon,"3915 Nancy Spring
Richardville, LA 17569",New Christina,KY,09097,69,76765,646,Multi-Family,240049.19999999998,2235,1941,13.977338,-132.901445,CLA1034,2025-06-27,Weather,15330,Open,5,1,Metal,Wood,Near,Near
POL1035,PH1035,Renters,321997,658,1675,2021-03-20,2026-10-18,Brian Andrews,"06181 Jon Hills Suite 540
Williamsburgh, NJ 10442",South Jennifer,CT,30181,27,70830,627,Single Family,386396.39999999997,2783,1947,-59.039262,114.784623,CLA1035,2024-06-23,Fire,10216,Closed,4,1,Tile,Wood,Near,Not Near
POL1036,PH1036,Renters,309696,1106,1659,2021-04-03,2025-08-17,Emily James,"44121 Ramirez Causeway Apt. 750
Michaelburgh, GA 76334",Port Jason,DC,34025,53,80332,660,Single Family,371635.2,2237,2011,-78.969167,-82.665619,CLA1036,2021-10-01,Fire,500,Open,1,2,Metal,Steel,Near,Not Near
POL1037,PH1037,Renters,296699,1761,1659,2023-04-05,2025-05-13,Ms. Allison Walsh MD,"920 Morgan Crossroad Apt. 998
Port Elizabethport, LA 62463",Herrerahaven,UT,39419,34,78242,777,Multi-Family,356038.8,1955,1935,15.2630465,-47.050971,CLA1037,2024-08-05,Fire,11196,Open,1,3,Tile,Steel,Not Near,Near
POL1038,PH1038,Condo,248252,1055,1346,2022-04-12,2027-09-17,Erika Chavez,"4870 Jackson Key
Bridgetshire, MI 41393",South Seanborough,LA,91914,58,69783,722,Single Family,297902.39999999997,1000,1979,-14.7438135,131.219622,CLA1038,2027-02-14,Theft,12774,Closed,4,1,Asphalt,Brick,Near,Near
POL1039,PH1039,Condo,263093,1762,1491,2019-10-01,2028-05-03,Eric King,"577 Ashley Street
Alyssaview, MN 07206",Zacharyfurt,AL,63347,53,75841,664,Condo,315711.6,1583,1947,80.0666605,41.647694,CLA1039,2022-06-04,Fire,16354,Closed,3,2,Metal,Wood,Not Near,Near
POL1040,PH1040,Home,361282,2251,2031,2022-02-16,2026-12-17,Melanie Holt,"00664 Heather Passage Suite 415
Carpenterfort, NJ 97593",West Samanthaberg,IA,73429,40,104653,614,Multi-Family,433538.39999999997,2352,1960,-71.415178,-69.483722,CLA1040,2022-05-22,Fire,14555,Closed,2,2,Wood,Wood,Not Near,Not Near
POL1041,PH1041,Home,364570,936,1916,2021-01-29,2021-06-23,Shelly Berger,"15630 Anne Bypass
West Ashleyburgh, ME 22606",Garciabury,ID,02572,42,149311,724,Single Family,437484.0,1000,1935,-76.189785,-16.057835,CLA1041,2021-04-12,Fire,13739,Open,2,2,Asphalt,Wood,Not Near,Near
